rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id,gps_id,gps_waypoint_id,mot_culvert_id,utm_corrected,condition,erosion,embankment_issues,blockage_issues,condition_rank,likelihood_flood_event_affecting_culvert,consequence_flood_event_affecting_culvert,climate_change_flood_risk,vulnerability_rank,traffic_volume,community_access,cost,constructability,fish_bearing,environmental_impacts,priority_rank,overall_rank,mergin_user,photo_road,photo_upstream,photo_inlet,photo_downstream,photo_outlet,photo_barrel,photo_condition,photo_embankment,photo_blockage,photo_extra1,photo_extra2,photo_extra1_tag,photo_extra2_tag,condition_notes,climate_notes,priority_notes,surveyor_1,surveyor_2,surveyor_3,gps_waypoint_number,habitat_comment,erosion_issues,embankment_fill_issues,photo_embankment_fill
NA,2022-08-30T17:25:19Z,195943,NA,DN AN AI,9,645434.4234205696,6035037.981546483,Stock creek,Barrett Station Road,NA,Moti,CBS,OVAL,2,14.5,NA,NA,NA,NA,NA,0.6,1.1,0.71,NA,1.5,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Large outlet drop, low traffic road
",NA,NA,NA,2022-08-30T17:25:19Z,dnikal,NA,AI,24,62767828,NA,2,3,2,1,3,2,1,2,5,2,2,6,7,10,8,35,40,dnikal,20220830_103851.jpg,20220830_103912.jpg,20220830_104126.jpg,20220830_103921.jpg,20220830_103958.jpg,20220830_104129.jpg,NA,NA,NA,NA,NA,NA,NA,NA,          Low traffic volume. Only one house below crossing. Agriculture values on both sides.          ,Road has concrete on top which will cost a lot if they have to reconstruct. Big culvert. There’s another road that vehicle traffic can access.          ,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-30T21:39:12Z,195944,NA,DN TP AI,9,646019.920304559,6035575.596096387,Stock creek,Highway 16,NA,Moti,CBS,ROUND,1.8,99,NA,NA,NA,NA,NA,25,NA,NA,NA,3.5,NA,NA,NA,NA,NA,MEDIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99 m for length but likely 167m range finder,NA,NA,NA,2022-08-30T21:39:12Z,dnikal,NA,AI,27,NA,NA,1,1,1,1,2,1,1,1,3,1,10,1,10,10,1,33,36,dnikal,20220830_150107.jpg,20220830_150117.jpg,20220830_150150.jpg,NA,NA,20220830_150111.jpg,NA,NA,NA,NA,NA,NA,NA,NA, Phil is large that a flood event would not affect the culvert          ,It would be difficult to do any construction on this section          ,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-31T20:07:02Z,NA,NA,MateoW,9,944989.4565328343,1069323.8119402246,NA,NA,NA,NA,CBS,ROUND,NA,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-31T20:07:02Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-31T16:35:21Z,NA,NA,tieasha.pierre,9,641461.5407167377,6044048.4110976355,Valee creek,Walcott road,NA,NA,CBS,ROUND,3,20,NA,NA,NA,NA,NA,1,0.1,0.5,NA,2,4.7,3,NA,NA,DF,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slight outlet drop, low water levels would be a fish passage issue. Little amount of water running through culvert. Deep pool at outlet of culvert, good for fish. Boulders in culvert, which are obstacles to fish. ",NA,NA,NA,2022-08-31T16:35:21Z,tieasha.pierre,NA,NA,NA,NA,NA,3,2,1,1,2,1,2,2,4,3,5,4,6,10,7,35,39,tieasha.pierre,20220831_095738.jpg,20220831_095749.jpg,20220831_095755.jpg,20220831_095804.jpg,20220831_095801.jpg,20220831_095743.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-09-01T18:47:00Z,58067,NA,newgraph_airvine,9,609724.181415099,6092873.493418659,Tributary to Gramophone ,NA,NA,NA,CBS,OVAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, Refer to buttes and Jesse’s digital form as well as Al’s paper card for measurements.          ,NA,NA,NA,2022-09-01T18:47:00Z,newgraph_airvine,NA,newgraph_airvine,NA,62778127,NA,4,4,2,1,3,2,1,2,5,6,5,8,9,10,8,46,51,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, Erosion on upstream side of roadway. Significant embankment downstream at the outlet pool. Downstream end of main flow pipe is bent significantly down worse. Where is corrosion in the overflow pipe causing the water to flow underneath of the pipe.        Holes in the overflow pipe are located approximately 1.8 m from the outlet. Low overhead power lines at site.                     ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-09-01T17:24:48Z,58067,NA,newgraph_bute,9,609735.8234995899,6092879.921835826,Trib to gramaphone ,Telkwa high road,NA,Moti ,CBS,OVAL,2.2,15.8,NA,NA,NA,NA,NA,1.8,0.49,1.46,Yes,0.3,6.6,4,NA,NA,DF,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gradient of culvert shot with laser level. Inside of pipe is bent downward at the outlet. Upstream side of the road is eroding. Enormous outlet pool indicates pricing is undersized. Just outside of Whitsett community. Seems like a really good candidate for replacement.          ,NA,NA,NA,2022-09-01T17:24:48Z,newgraph_bute,NA,Ai ,32,62778127,NA,4,3,3,1,4,3,1,3,7,6,5,8,7,10,7,43,50,newgraph_bute,20220901_115204.jpg,20220901_115237.jpg,20220901_115248.jpg,20220901_115329.jpg,20220901_115321.jpg,20220901_115219.jpg,20220901_115341.jpg,20220901_115415.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-09-05T07:00:00Z,NA,8302064,MateoW,9,567994.2832884872,6151781.671070559,NA,Helen Lake FSR,9.9,NA,CBS,ROUND,0.9,12.5,NA,NA,NA,NA,NA,1.5,0,0.1,NA,1,1.4,1.5,NA,NA,DF,MEDIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-05T19:05:30Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,2,9,7,8,0,8,34,NA,MateoW,photos/TimePhoto_20220905_114603.jpg,photos/TimePhoto_20220905_115548.jpg,photos/TimePhoto_20220905_115538.jpg,photos/TimePhoto_20220905_114734.jpg,photos/TimePhoto_20220905_114708.jpg,photos/TimePhoto_20220905_114802.jpg,NA,NA,NA,NA,NA,NA,NA,Culvert is a little rusted but in ok condition,NA,NA,MateoW,NA,NA,67,Good habitat with large amounts of cover(lwd and overhanging veg). ,1,1,NA
NA,2022-09-05T07:00:00Z,NA,8302070,MateoW,9,570210.4208257307,6150339.812970901,Trib to kispiox,Helen lake FSR,NA,NA,CBS,ROUND,0.6,8,NA,NA,NA,NA,NA,3,0.6,0.7,Yes,2,2.3,1,NA,NA,DF,MEDIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big outlet drop with deep outlet pool. Some rusting in culvert and it's bent in the middle a little.,NA,NA,NA,2022-09-05T20:07:43Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,NA,2,2,4,NA,2,NA,8,6,0,4,NA,NA,MateoW,photos/TimePhoto_20220905_122649.jpg,photos/TimePhoto_20220905_130140.jpg,photos/TimePhoto_20220905_125811.jpg,photos/TimePhoto_20220905_124126.jpg,photos/TimePhoto_20220905_124117.jpg,photos/TimePhoto_20220905_123852.jpg,photos/TimePhoto_20220905_125136.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,68,"Upstream has good habitat, wide channel with finest but no Graves or cobbles. A lot of cover provided by overhanging vegetation and woody debris. ",2,1,NA
NA,2022-09-05T07:00:00Z,NA,8302074,MateoW,9,570565.8018983677,6150060.022658803,Trib to kispiox,Helen lake FSR,NA,NA,CBS,ROUND,0.6,8,NA,NA,NA,NA,NA,0.7,0.2,0.1,NA,0.5,1.1,1,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-05T20:36:04Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,NA,3,2,6,NA,2,10,8,8,0,NA,NA,NA,MateoW,photos/TimePhoto_20220905_132616.jpg,photos/TimePhoto_20220905_133154.jpg,photos/TimePhoto_20220905_132648.jpg,photos/TimePhoto_20220905_132741.jpg,photos/TimePhoto_20220905_132729.jpg,photos/TimePhoto_20220905_132706.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,69,Shallow stream. Large amounts of woody debris blocking stream near inlet. Lots of cover in and around stream.,1,1,NA
NA,2022-09-05T07:00:00Z,NA,8300115,MateoW,9,574866.2628525328,6149021.1512875445,Trib to McCully Creek,Helen Lake FSR,NA,NA,CBS,ROUND,0.7,11,NA,NA,NA,NA,NA,0.3,0,0,NA,2,NA,1,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Culvert is black and plastic.,NA,NA,NA,2022-09-05T21:39:24Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,2,9,8,8,0,8,35,NA,MateoW,photos/TimePhoto_20220905_142244.jpg,photos/TimePhoto_20220905_143817.jpg,photos/TimePhoto_20220905_142330.jpg,photos/TimePhoto_20220905_142347.jpg,photos/TimePhoto_20220905_142413.jpg,photos/TimePhoto_20220905_142339.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,70,Stream is dewatered. Some rain water puddles near inlet and outlet.,1,1,NA
NA,2022-09-05T07:00:00Z,NA,8300162,MateoW,9,573033.2247381455,6151996.941311181,NA,Poplar Park Road,NA,NA,CBS,ROUND,0.7,8.5,NA,NA,NA,NA,NA,0.5,0,0,NA,0,1.2,1,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drains into Pentz Lake, mostly dewatered.",NA,NA,NA,2022-09-05T22:52:20Z,MateoW,NA,MateoW,NA,62660953,NA,NA,NA,NA,2,NA,1,1,1,NA,4,8,7,8,0,8,35,NA,MateoW,photos/TimePhoto_20220905_152527.jpg,photos/TimePhoto_20220905_152739.jpg,photos/TimePhoto_20220905_152720.jpg,photos/TimePhoto_20220905_152648.jpg,photos/TimePhoto_20220905_152555.jpg,photos/TimePhoto_20220905_152620.jpg,NA,NA,NA,NA,NA,NA,NA,A lot of mud and debris in culvert,NA,NA,MateoW,NA,NA,71,NA,1,1,NA
NA,2022-09-05T07:00:00Z,NA,62798180,MateoW,9,573036.0463551711,6151831.171386426,NA,Poplar Park Road,NA,NA,CBS,ROUND,0.4,9,NA,NA,NA,NA,NA,0.3,0,0,NA,1,2.1,1.5,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some backwater, not a lot of flow. ",NA,NA,NA,2022-09-05T22:56:57Z,MateoW,NA,MateoW,NA,62798180,NA,NA,NA,NA,2,NA,2,2,4,NA,7,8,9,8,0,7,39,NA,MateoW,photos/TimePhoto_20220905_154126.jpg,photos/TimePhoto_20220905_154437.jpg,photos/TimePhoto_20220905_154153.jpg,photos/TimePhoto_20220905_154252.jpg,photos/TimePhoto_20220905_154347.jpg,photos/TimePhoto_20220905_154230.jpg,NA,NA,NA,NA,NA,NA,NA,Culvert is in really bad condition. Very rusted and warped and also broken.,NA,NA,MateoW,NA,NA,72,Partial wetland and mixed forest open habitat. ,1,1,NA
NA,2022-09-05T07:00:00Z,NA,8300161,MateoW,9,575069.5178307605,6150345.268776915,Trib to Kisp,Poplar Park Road,NA,NA,CBS,ROUND,1.1,11,NA,NA,NA,NA,NA,2.5,0.2,0.8,Yes,2,2.3,1.5,Yes,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big beaver dam right near inlet (about 2m in height),NA,NA,NA,2022-09-05T23:49:48Z,MateoW,NA,MateoW,NA,8300161,NA,NA,NA,NA,1,NA,2,2,4,NA,8,8,4,4,10,NA,NA,NA,MateoW,photos/TimePhoto_20220905_161624.jpg,photos/TimePhoto_20220905_161808.jpg,photos/TimePhoto_20220905_161854.jpg,photos/TimePhoto_20220905_163221.jpg,photos/TimePhoto_20220905_163209.jpg,photos/TimePhoto_20220905_163457.jpg,photos/TimePhoto_20220905_163448.jpg,NA,NA,photos/TimePhoto_20220905_161749.jpg,NA,Beaver guard on inlet,NA,Corroded and rusted section of culvert witu small holes by outlet(looks like a small piece of culvert was attached to main one),NA,NA,MateoW,NA,NA,73,"Wetland upstream above beaver dam. Downstream has good habitat, lots of cover and wide channel.",1,2,NA
NA,2022-09-05T07:00:00Z,NA,8302065,newgraph_airvine,9,566030.289462428,6153076.970202924,Tributary to Kispiox River ,Helen FSR,NA,NA,CBS,ROUND,0.8,10,NA,NA,NA,NA,NA,1.5,0,0.1,NA,3,2.2,15,Yes,NA,BR,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural bed rock cascade of greater than 20% immediately downstream of culvert outlet for a distance of approximately 20 m.                           ,NA,NA,NA,2000-02-01T19:35:17Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,10,1,1,0,10,23,NA,newgraph_airvine,20220905_120313.jpg,20220905_120326.jpg,20220905_120328.jpg,20220905_120338.jpg,20220905_121653.jpg,20220905_120316.jpg,NA,NA,NA,20220905_120347.jpg,20220905_120402.jpg,Bedrock cascade,Fish habitat sign,NA,NA,NA,newgraph_airvine,NA,NA,40,Streambeds substrate is all bedrock. There is a steep cascade section approximately 40 m downstream of the crossing that has a gradient of approximately20% for 20 m. It is not expected that juveniles  could ascend the cascade.   Sign on roadway has fallen over but says important fish habitat – see photo.   Channell is running sub surface upstream and emerges just 1 m upstream of the culvert inlet.   Additionally there is a natural bedrock steep section greater than 20% immediately Downstait stream of covert outlet       ,0,1,NA
NA,2022-09-05T07:00:00Z,NA,8300118,newgraph_airvine,9,572865.0304208843,6149158.411725334,Tributary to McCully Creek ,Helen Lake Road,3.9,NA,CBS,ROUND,0.65,12,NA,NA,NA,NA,NA,1.5,0,0,NA,6,2,9,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dry draw with all organic substrate and moss throughout channel. Culvert outlet is severely rusted with the bottom completely corroded for the last approximately 1 m. Unlikely a fish bearing stream.                  ,NA,NA,NA,2022-09-05T20:39:21Z,newgraph_airvine,NA,newgraph_airvine,NA,62793409,Yes,NA,NA,NA,1,NA,1,1,1,NA,1,5,1,10,0,10,27,NA,newgraph_airvine,20220905_141352.jpg,20220905_141359.jpg,20220905_141402.jpg,20220905_141410.jpg,20220905_141406.jpg,20220905_141355.jpg,20220905_141413.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,42,NA,1,1,NA
NA,2022-09-06T07:00:00Z,NA,8300030,newgraph_airvine,9,545529.3468910726,6170758.746631256,Tributary to Sweetin River,Kispiox Valley Road,NA,NA,CBS,ROUND,0.9,18,NA,NA,NA,NA,NA,2.5,0.4,0.1,NA,2,0.8,10,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moist draw. Channel is very small and poorly defined. Very unlikely that this is fish habitat.  Inlet covered with significant amounts of debris.          ,NA,NA,NA,2022-09-06T21:55:47Z,newgraph_airvine,NA,newgraph_airvine,NA,8300030,NA,NA,NA,NA,2,3,1,1,1,4,5,6,7,7,0,10,35,39,newgraph_airvine,20220906_152323.jpg,20220906_152345.jpg,20220906_152516.jpg,20220906_152359.jpg,20220906_152351.jpg,20220906_152341.jpg,NA,NA,NA,NA,NA,NA,NA,Large amount of debris at the inlet.          ,This stream appears to be mostly just a runoff and high flow event drainage. Seems unlikely that large quantities of water come through here as the channel is so small and poorly defined.          , Very unlikely that this is a fissr Prairie stream and seems like the risk to the road is low.,newgraph_airvine,NA,NA,46,NA,1,1,NA
NA,2022-09-06T07:00:00Z,NA,8300111,newgraph_airvine,9,553817.4911439074,6166233.270008773,Tributary to Kispiox River ,Kispiox Valley Road ,NA,NA,CBS,ROUND,0.9,NA,NA,NA,NA,NA,NA,2,3,0,NA,10,1.9,9,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, Dry at time of survey. Significant moss on rocks throughout channel indicates his drive for a good portion of the year. Culvert is perched 3 m from stream channel with outlet emptying onto riprap.          ,NA,NA,NA,2022-09-06T23:06:41Z,newgraph_airvine,NA,newgraph_airvine,NA,62787142,NA,NA,NA,NA,1,2,1,3,3,5,5,5,7,7,0,1,25,30,newgraph_airvine,20220906_162155.jpg,20220906_162204.jpg,20220906_162207.jpg,20220906_162212.jpg,20220906_162210.jpg,20220906_162200.jpg,NA,NA,NA,NA,NA,NA,NA,NA,The stream does not appear to flow very much as it was surveyed in a very wet. And there is no flow at this time.          ,NA,newgraph_airvine,NA,NA,47,Unlikely a fish brain stream as it appears to be dry for a good portion of the year.          ,1,1,NA
NA,2022-09-06T07:00:00Z,NA,8302403,newgraph_airvine,9,542451.6144851621,6168061.985588818,Tributary to Kispiox River ,Mitten FSR,21,NA,CBS,ROUND,1.2,19,NA,NA,NA,NA,NA,1,0,0,NA,3.5,4.3,9,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stream dry at time of assessment. Significant accumulation of debris just upstream of the inlet.          ,NA,NA,NA,2022-09-07T00:31:31Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,1,2,3,1,3,5,1,1,1,10,0,10,23,28,newgraph_airvine,20220906_174719.jpg,20220906_174730.jpg,20220906_174735.jpg,20220906_174742.jpg,20220906_174740.jpg,20220906_174722.jpg,NA,NA,NA,NA,NA,NA,NA,Significant buildup of material at the inlet          ,Stream channel is large indicating there are large runoffs at sometime of the year.          ,This road is way out and the poor condition of it indicates it doesn’t get a lot of use.          ,newgraph_airvine,NA,NA,48, Numerous sample site locations upstream of the crossing with no fish captures.  Substrate is angular shale Kabul and gravel.             ,1,1,NA
NA,2022-09-07T07:00:00Z,NA,8301747,MateoW,9,874900.1524682671,1188727.509885789,Trib to Cullon Creek,Kudos FSR,NA,NA,CBS,ROUND,1.2,13,NA,NA,NA,NA,NA,5,0.7,0.6,NA,3,1.8,20,Yes,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Signs of beaver activity upstream of culvert(5m away). Big pond above dam. Very steep slope downstream of culvert. Long cascade. Big outlet drop and deep pool.,NA,NA,NA,2022-09-07T19:47:25Z,MateoW,NA,MateoW,NA,NA,Yes,NA,NA,NA,1,2,1,1,1,3,2,10,4,6,0,5,27,30,MateoW,photos/TimePhoto_20220907_121657.jpg,photos/TimePhoto_20220907_123902.jpg,photos/TimePhoto_20220907_123831.jpg,photos/TimePhoto_20220907_123124.jpg,photos/TimePhoto_20220907_122039.jpg,photos/TimePhoto_20220907_122158.jpg,NA,NA,NA,photos/TimePhoto_20220907_123843.jpg,photos/TimePhoto_20220907_123403.jpg,Above beaver dam,Cascade downstream ,NA,NA,NA,MateoW,NA,NA,78,Wide channel downstream with good habitat.,2,1,NA
NA,2022-09-07T07:00:00Z,NA,8301747,MateoW,9,563272.9465017269,6170770.180296106,Trib to Cullon Creek,Kuldo FSR,NA,NA,CBS,ROUND,1.2,13,NA,NA,NA,NA,NA,5,0.7,0.6,NA,3,1.8,20,Yes,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Signs of beaver activity just upstream of inlet. Big pond above dam. Very steep downstream of outlet, long cascade.",NA,NA,NA,2022-09-07T19:53:09Z,MateoW,NA,MateoW,NA,NA,No,NA,NA,NA,1,2,1,1,1,3,2,10,4,6,0,5,27,30,MateoW,photos/TimePhoto_20220907_121657.jpg,photos/TimePhoto_20220907_123902.jpg,photos/TimePhoto_20220907_123831.jpg,photos/TimePhoto_20220907_123124.jpg,photos/TimePhoto_20220907_122039.jpg,photos/TimePhoto_20220907_122158.jpg,NA,NA,NA,photos/TimePhoto_20220907_123843.jpg,photos/TimePhoto_20220907_123403.jpg,Pond above beaver dam,Downstream cascade,NA,NA,NA,MateoW,NA,NA,78,Wide channel downstream with good habitat and wide channel with lots of cover.,2,1,NA
NA,2022-09-07T07:00:00Z,NA,8301761,MateoW,9,563960.5321875287,6165290.908224313,Trib to Cullon Creek,Kuldo FSD,NA,NA,CBS,ROUND,0.65,10,NA,NA,NA,NA,NA,0.5,0.6,0.2,NA,4,1.5,10,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waterfall directly downstream of outlet (2m in height). And short cascade upstream of inlet (approx 1m in height),NA,NA,NA,2022-09-07T21:59:27Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,2,2,2,4,6,9,9,8,8,0,7,41,47,MateoW,photos/TimePhoto_20220907_144009.jpg,photos/TimePhoto_20220907_144931.jpg,photos/TimePhoto_20220907_144133.jpg,photos/TimePhoto_20220907_144153.jpg,photos/TimePhoto_20220907_144435.jpg,photos/TimePhoto_20220907_144445.jpg,NA,NA,NA,photos/TimePhoto_20220907_145125.jpg,NA,Waterfall,NA,NA,NA,NA,MateoW,NA,NA,80,NA,2,1,NA
NA,2022-09-07T07:00:00Z,NA,8300108,MateoW,9,575356.8455212078,6152461.822420978,Trib to Sammon Lake,Kispiox Valley Road,NA,NA,CBS,ROUND,0.5,14,NA,NA,NA,NA,NA,1,0.1,0.3,NA,3,1.9,2.5,NA,Yes,DF,MEDIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fish spotted downstream of culvert. ,NA,NA,NA,2022-09-07T23:37:57Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,1,2,2,2,4,6,6,7,7,7,10,7,44,50,MateoW,photos/TimePhoto_20220907_163615.jpg,photos/TimePhoto_20220907_164444.jpg,photos/TimePhoto_20220907_164422.jpg,photos/TimePhoto_20220907_163711.jpg,photos/TimePhoto_20220907_163650.jpg,photos/TimePhoto_20220907_163905.jpg,photos/TimePhoto_20220907_163914.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,81,"Good habitat downstream with lots of cover, woody debris, and some undercut banks.",1,1,NA
NA,2022-09-07T07:00:00Z,2880,NA,newgraph_bute,9,562215.3425131092,6175347.199859238,Mooluck creek,Kuldo ,NA,NA,CBS,ROUND,1.6,40,NA,NA,NA,NA,NA,7.5,0.59,0.5,Yes,4,3.5,5,NA,NA,SF,MEDIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assessment completed 2015, fresh photos ",NA,NA,NA,2022-09-07T19:01:58Z,newgraph_bute,NA,newgraph_bute,NA,NA,NA,NA,NA,NA,1,2,1,1,1,3,1,8,4,3,10,9,35,38,newgraph_bute,20220907_125135.jpg,20220907_125320.jpg,20220907_125327.jpg,20220907_125347.jpg,20220907_125337.jpg,20220907_125230.jpg,NA,NA,NA,NA,NA,NA,NA,Culvert in generally decent condition ,NA,NA,Jo,Ai,NA,51,NA,1,1,NA
NA,2022-09-07T07:00:00Z,NA,8301749,newgraph_airvine,9,564726.29701218,6164300.506160683,Tributary to Cullon Creek,Kuldo FSR,NA,NA,CBS,ROUND,0.5,14,NA,NA,NA,NA,NA,1,0,0,NA,1,1,1,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," This is a small NCD drainage. Culvert is completely plugged and Inlet could not be located. Outlet of culvert is severely corroded. Very unlikely that this is a fish bearing system.   Culvert slope, channel with, ingredient estimated.      ",NA,NA,NA,2022-09-07T21:42:15Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,3,4,1,1,1,5,1,7,10,10,0,10,38,43,newgraph_airvine,20220907_145719.jpg,20220907_145733.jpg,20220907_145756.jpg,20220907_145805.jpg,20220907_145802.jpg,20220907_145722.jpg,20220907_145814.jpg,NA,NA,NA,NA,NA,NA, Call Rick is completely blocked. Could not locate inlet. Outlet of culvert is extremely corroded.          , This covert does not appear to really do anything since it is completely plugged and there’s no evidence that there’s issues for drainage in this area.          ,NA,newgraph_airvine,JO,NA,53,NA,1,1,NA
NA,2022-09-07T07:00:00Z,NA,8301748,newgraph_airvine,9,565280.8435933093,6163975.721025828,Tributary to Cullon Creek,Kuldo Creek,NA,NA,CBS,ROUND,0.95,20,NA,NA,NA,NA,NA,2,0.49,0.28,NA,2.5,1.6,2,NA,NA,DF,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approximately 15 m down stream of Culvert outlet is a natural rock drop of 0.65 cm on bedrock.   Downstream of the culvert the gradient was measured at 17% over a distance of approximately 25 m. Seems very unlikely that a stream this small and steep would have fish presence upstream even if the culvert was fixed. This is unconfirmed.               ,NA,NA,NA,2022-09-07T22:06:46Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,1,2,1,1,1,3,1,7,10,10,0,10,38,41,newgraph_airvine,20220907_153142.jpg,20220907_153150.jpg,20220907_153153.jpg,20220907_153159.jpg,20220907_153156.jpg,20220907_153145.jpg,NA,NA,NA,20220907_153206.jpg,NA,65cm drop,NA, Some debris just upstream of the inlet but nothing severe,Stream is running fairly good currently as it has been raining heavily for days.          ,We do not have confirmation that the stream is not Fish bearing but it is fairly smal.          ,newgraph_airvine,JO,NA,54,NA,1,1,NA
